# BootstrapNum 	 	 time 		 Corr
1 	 	 0 	 	 1.80416
1 	 	 1 	 	 1.64202
1 	 	 2 	 	 1.59177
1 	 	 3 	 	 1.44613
1 	 	 4 	 	 1.30879
1 	 	 5 	 	 1.24317
1 	 	 6 	 	 1.11686
1 	 	 7 	 	 1.04136
1 	 	 8 	 	 0.997373
1 	 	 9 	 	 0.935018
1 	 	 10 	 	 0.830103
1 	 	 11 	 	 0.794451
1 	 	 12 	 	 0.745154
1 	 	 13 	 	 0.675599
1 	 	 14 	 	 0.594658
1 	 	 15 	 	 0.606486
1 	 	 16 	 	 0.581731
1 	 	 17 	 	 0.523639
1 	 	 18 	 	 0.494667
1 	 	 19 	 	 0.456518
1 	 	 20 	 	 0.44978
1 	 	 21 	 	 0.427128
1 	 	 22 	 	 0.419277
1 	 	 23 	 	 0.352623
1 	 	 24 	 	 0.360081
1 	 	 25 	 	 0.329886
1 	 	 26 	 	 0.313388
1 	 	 27 	 	 0.310272
1 	 	 28 	 	 0.288722
1 	 	 29 	 	 0.272363
1 	 	 30 	 	 0.256468
1 	 	 31 	 	 0.236681
1 	 	 32 	 	 0.228732
1 	 	 33 	 	 0.218298
1 	 	 34 	 	 0.205679
1 	 	 35 	 	 0.186102
1 	 	 36 	 	 0.186099
1 	 	 37 	 	 0.160644
1 	 	 38 	 	 0.169477
1 	 	 39 	 	 0.152325
1 	 	 40 	 	 0.135405
1 	 	 41 	 	 0.125375
1 	 	 42 	 	 0.12568
1 	 	 43 	 	 0.129525
1 	 	 44 	 	 0.11407
1 	 	 45 	 	 0.115
1 	 	 46 	 	 0.104032
1 	 	 47 	 	 0.0875828
1 	 	 48 	 	 0.0915185
1 	 	 49 	 	 0.0886734
1 	 	 50 	 	 0.0925263
1 	 	 51 	 	 0.0758746
1 	 	 52 	 	 0.0780388
1 	 	 53 	 	 0.0772797
1 	 	 54 	 	 0.0587432
1 	 	 55 	 	 0.0586097
1 	 	 56 	 	 0.0430539
1 	 	 57 	 	 0.0517328
1 	 	 58 	 	 0.0514516
1 	 	 59 	 	 0.0550618
1 	 	 60 	 	 0.0488637
1 	 	 61 	 	 0.0379097
1 	 	 62 	 	 0.0335276
1 	 	 63 	 	 0.0475581
1 	 	 64 	 	 0.0425988
1 	 	 65 	 	 0.0369151
1 	 	 66 	 	 0.0363223
1 	 	 67 	 	 0.0320162
1 	 	 68 	 	 0.0318718
1 	 	 69 	 	 0.0398944
1 	 	 70 	 	 0.0282855
1 	 	 71 	 	 0.0261115
1 	 	 72 	 	 0.028676
1 	 	 73 	 	 0.0297455
1 	 	 74 	 	 0.019077
