# BootstrapNum 	 	 Time 	 	 Mean_Corr
1 	 	 0 	 	 1.805014158 
1 	 	 1 	 	 1.654888153 
1 	 	 2 	 	 1.521346492 
1 	 	 3 	 	 1.399620626 
1 	 	 4 	 	 1.292777307 
1 	 	 5 	 	 1.191926708 
1 	 	 6 	 	 1.103899692 
1 	 	 7 	 	 1.022227144 
1 	 	 8 	 	 0.949228804 
1 	 	 9 	 	 0.882247066 
1 	 	 10 	 	 0.822540004 
1 	 	 11 	 	 0.765963128 
1 	 	 12 	 	 0.713837831 
1 	 	 13 	 	 0.668185114 
1 	 	 14 	 	 0.625424779 
1 	 	 15 	 	 0.586190527 
1 	 	 16 	 	 0.550544675 
1 	 	 17 	 	 0.517770717 
1 	 	 18 	 	 0.487605087 
1 	 	 19 	 	 0.459827716 
1 	 	 20 	 	 0.433964815 
1 	 	 21 	 	 0.409508802 
1 	 	 22 	 	 0.385368070 
1 	 	 23 	 	 0.363437049 
1 	 	 24 	 	 0.344114008 
1 	 	 25 	 	 0.324885319 
1 	 	 26 	 	 0.306472027 
1 	 	 27 	 	 0.290605468 
1 	 	 28 	 	 0.273655144 
1 	 	 29 	 	 0.259390828 
1 	 	 30 	 	 0.244225533 
1 	 	 31 	 	 0.231486865 
1 	 	 32 	 	 0.218594323 
1 	 	 33 	 	 0.206933768 
1 	 	 34 	 	 0.195404800 
1 	 	 35 	 	 0.184144229 
1 	 	 36 	 	 0.174691034 
1 	 	 37 	 	 0.165330971 
1 	 	 38 	 	 0.156358188 
1 	 	 39 	 	 0.147423446 
1 	 	 40 	 	 0.139506209 
1 	 	 41 	 	 0.131708588 
1 	 	 42 	 	 0.124065419 
1 	 	 43 	 	 0.117640060 
1 	 	 44 	 	 0.111167977 
1 	 	 45 	 	 0.104714338 
1 	 	 46 	 	 0.099543911 
1 	 	 47 	 	 0.093963471 
1 	 	 48 	 	 0.088784648 
1 	 	 49 	 	 0.084452878 
1 	 	 50 	 	 0.079668238 
1 	 	 51 	 	 0.075755209 
1 	 	 52 	 	 0.071596145 
1 	 	 53 	 	 0.067598592 
1 	 	 54 	 	 0.063736173 
1 	 	 55 	 	 0.060381745 
1 	 	 56 	 	 0.056576334 
1 	 	 57 	 	 0.053466253 
1 	 	 58 	 	 0.050890193 
1 	 	 59 	 	 0.048055685 
1 	 	 60 	 	 0.046104919 
1 	 	 61 	 	 0.043821387 
1 	 	 62 	 	 0.042591773 
1 	 	 63 	 	 0.041035329 
1 	 	 64 	 	 0.039290826 
1 	 	 65 	 	 0.037860142 
1 	 	 66 	 	 0.036188584 
1 	 	 67 	 	 0.035071097 
1 	 	 68 	 	 0.033000906 
1 	 	 69 	 	 0.031780006 
1 	 	 70 	 	 0.030191079 
1 	 	 71 	 	 0.028563297 
1 	 	 72 	 	 0.027490371 
1 	 	 73 	 	 0.026415437 
1 	 	 74 	 	 0.025428282 
1 	 	 75 	 	 0.024875324 
1 	 	 76 	 	 0.024092353 
1 	 	 77 	 	 0.023599676 
1 	 	 78 	 	 0.023172286 
1 	 	 79 	 	 0.022892352 
1 	 	 80 	 	 0.022382693 
1 	 	 81 	 	 0.021824179 
1 	 	 82 	 	 0.021096508 
1 	 	 83 	 	 0.019762152 
1 	 	 84 	 	 0.019452053 
1 	 	 85 	 	 0.018787771 
1 	 	 86 	 	 0.017725184 
1 	 	 87 	 	 0.016706520 
1 	 	 88 	 	 0.015845338 
1 	 	 89 	 	 0.015606504 
1 	 	 90 	 	 0.014865515 
1 	 	 91 	 	 0.014211786 
1 	 	 92 	 	 0.013680644 
1 	 	 93 	 	 0.013813983 
1 	 	 94 	 	 0.013571339 
1 	 	 95 	 	 0.013517531 
1 	 	 96 	 	 0.012972722 
1 	 	 97 	 	 0.012638535 
1 	 	 98 	 	 0.012769335 
1 	 	 99 	 	 0.013050126 
