0.000000000e+00		1.743180980e-01
2.500250025e-04		1.744245388e-01
5.000500050e-04		1.745307357e-01
7.500750075e-04		1.746367735e-01
1.000100010e-03		1.747426507e-01
1.250125013e-03		1.748482086e-01
1.500150015e-03		1.749536089e-01
1.750175018e-03		1.750587680e-01
2.000200020e-03		1.751636876e-01
2.250225023e-03		1.752697092e-01
2.500250025e-03		1.753741863e-01
2.750275028e-03		1.754784305e-01
3.000300030e-03		1.755836880e-01
3.250325033e-03		1.756874929e-01
3.500350035e-03		1.757923133e-01
3.750375038e-03		1.758956345e-01
4.000400040e-03		1.759999428e-01
4.250425043e-03		1.761028661e-01
4.500450045e-03		1.762066882e-01
4.750475048e-03		1.763101929e-01
5.000500050e-03		1.764135389e-01
5.250525053e-03		1.765166861e-01
5.500550055e-03		1.766194731e-01
5.750575058e-03		1.767220240e-01
6.000600060e-03		1.768242942e-01
6.250625063e-03		1.769264059e-01
6.500650065e-03		1.770281585e-01
6.750675068e-03		1.771308459e-01
7.000700070e-03		1.772320833e-01
7.250725073e-03		1.773341737e-01
7.500750075e-03		1.774348934e-01
7.750775078e-03		1.775364657e-01
8.000800080e-03		1.776378018e-01
8.250825083e-03		1.777388652e-01
8.500850085e-03		1.778396044e-01
8.750875088e-03		1.779400650e-01
9.000900090e-03		1.780402473e-01
9.250925093e-03		1.781401477e-01
9.500950095e-03		1.782409523e-01
9.750975098e-03		1.783402216e-01
1.000100010e-02		1.784403442e-01
1.025102510e-02		1.785390171e-01
1.050105011e-02		1.786386639e-01
1.075107511e-02		1.787378758e-01
1.100110011e-02		1.788368127e-01
1.125112511e-02		1.789367242e-01
1.150115012e-02		1.790349807e-01
1.175117512e-02		1.791329929e-01
1.200120012e-02		1.792319123e-01
1.225122512e-02		1.793304750e-01
1.250125013e-02		1.794274543e-01
1.275127513e-02		1.795253351e-01
1.300130013e-02		1.796242051e-01
1.325132513e-02		1.797214103e-01
1.350135014e-02		1.798182601e-01
1.375137514e-02		1.799160896e-01
1.400140014e-02		1.800122993e-01
1.425142514e-02		1.801093727e-01
1.450145015e-02		1.802061255e-01
1.475147515e-02		1.803024464e-01
1.500150015e-02		1.803985256e-01
1.525152515e-02		1.804953852e-01
1.550155016e-02		1.805907112e-01
1.575157516e-02		1.806869304e-01
1.600160016e-02		1.807827197e-01
1.625162516e-02		1.808781435e-01
1.650165017e-02		1.809732586e-01
1.675167517e-02		1.810679702e-01
1.700170017e-02		1.811634656e-01
1.725172517e-02		1.812586427e-01
1.750175018e-02		1.813534981e-01
1.775177518e-02		1.814479207e-01
1.800180018e-02		1.815419443e-01
1.825182518e-02		1.816356087e-01
1.850185019e-02		1.817301008e-01
1.875187519e-02		1.818229267e-01
1.900190019e-02		1.819166600e-01
1.925192519e-02		1.820099997e-01
1.950195020e-02		1.821041121e-01
1.975197520e-02		1.821966122e-01
2.000200020e-02		1.822900144e-01
2.025202520e-02		1.823829003e-01
2.050205021e-02		1.824754184e-01
2.075207521e-02		1.825675137e-01
2.100210021e-02		1.826604633e-01
2.125212521e-02		1.827517966e-01
2.150215022e-02		1.828438355e-01
2.175217522e-02		1.829355550e-01
2.200220022e-02		1.830267544e-01
2.225222522e-02		1.831189028e-01
2.250225023e-02		1.832104879e-01
2.275227523e-02		1.833004993e-01
2.300230023e-02		1.833924256e-01
2.325232523e-02		1.834828253e-01
2.350235024e-02		1.835727430e-01
2.375237524e-02		1.836634417e-01
2.400240024e-02		1.837536685e-01
2.425242524e-02		1.838434554e-01
2.450245025e-02		1.839341016e-01
2.475247525e-02		1.840229709e-01
2.500250025e-02		1.841127078e-01
2.525252525e-02		1.842019255e-01
2.550255026e-02		1.842919688e-01
2.575257526e-02		1.843803116e-01
2.600260026e-02		1.844694803e-01
2.625262526e-02		1.845581289e-01
2.650265027e-02		1.846462628e-01
2.675267527e-02		1.847352294e-01
2.700270027e-02		1.848236995e-01
2.725272527e-02		1.849117192e-01
2.750275028e-02		1.849992795e-01
2.775277528e-02		1.850863331e-01
2.800280028e-02		1.851741465e-01
2.825282528e-02		1.852614939e-01
2.850285029e-02		1.853483735e-01
2.875287529e-02		1.854359745e-01
2.900290029e-02		1.855230842e-01
2.925292529e-02		1.856097302e-01
2.950295030e-02		1.856958994e-01
2.975297530e-02		1.857827717e-01
3.000300030e-02		1.858679382e-01
3.025302530e-02		1.859538391e-01
3.050305031e-02		1.860404367e-01
3.075307531e-02		1.861253624e-01
3.100310031e-02		1.862109845e-01
3.125312531e-02		1.862961071e-01
3.150315032e-02		1.863819564e-01
3.175317532e-02		1.864672679e-01
3.200320032e-02		1.865520802e-01
3.225322532e-02		1.866363888e-01
3.250325033e-02		1.867201975e-01
3.275327533e-02		1.868047194e-01
3.300330033e-02		1.868886884e-01
3.325332533e-02		1.869733693e-01
3.350335034e-02		1.870575728e-01
3.375337534e-02		1.871411924e-01
