0.000000000e+00		-3.058599384e-01        1.036153983e-02
3.000300030e-05		-3.060437365e-01        1.036477117e-02
6.000600060e-05		-3.062258701e-01        1.036794208e-02
9.000900090e-05		-3.064063312e-01        1.037105244e-02
1.200120012e-04		-3.065851115e-01        1.037410208e-02
1.500150015e-04		-3.067622030e-01        1.037709087e-02
1.800180018e-04		-3.069375974e-01        1.038001866e-02
2.100210021e-04		-3.071112865e-01        1.038288530e-02
2.400240024e-04		-3.072832620e-01        1.038569065e-02
2.700270027e-04		-3.074535158e-01        1.038843457e-02
3.000300030e-04		-3.076220394e-01        1.039111691e-02
3.300330033e-04		-3.077888246e-01        1.039373753e-02
3.600360036e-04		-3.079538630e-01        1.039629630e-02
3.900390039e-04		-3.081171462e-01        1.039879305e-02
4.200420042e-04		-3.082786659e-01        1.040122767e-02
4.500450045e-04		-3.084384135e-01        1.040360000e-02
4.800480048e-04		-3.085963807e-01        1.040590990e-02
5.100510051e-04		-3.087525590e-01        1.040815724e-02
5.400540054e-04		-3.089069397e-01        1.041034187e-02
5.700570057e-04		-3.090595145e-01        1.041246366e-02
6.000600060e-04		-3.092102747e-01        1.041452247e-02
6.300630063e-04		-3.093592116e-01        1.041651815e-02
6.600660066e-04		-3.095063168e-01        1.041845058e-02
6.900690069e-04		-3.096515815e-01        1.042031961e-02
7.200720072e-04		-3.097949971e-01        1.042212511e-02
7.500750075e-04		-3.099365548e-01        1.042386694e-02
7.800780078e-04		-3.100762459e-01        1.042554497e-02
8.100810081e-04		-3.102140616e-01        1.042715906e-02
8.400840084e-04		-3.103499932e-01        1.042870907e-02
8.700870087e-04		-3.104840317e-01        1.043019487e-02
9.000900090e-04		-3.106161685e-01        1.043161634e-02
9.300930093e-04		-3.107463945e-01        1.043297333e-02
9.600960096e-04		-3.108747008e-01        1.043426570e-02
9.900990099e-04		-3.110010786e-01        1.043549334e-02
1.020102010e-03		-3.111255187e-01        1.043665611e-02
1.050105011e-03		-3.112480123e-01        1.043775387e-02
1.080108011e-03		-3.113685504e-01        1.043878650e-02
1.110111011e-03		-3.114871237e-01        1.043975387e-02
1.140114011e-03		-3.116037233e-01        1.044065584e-02
1.170117012e-03		-3.117183400e-01        1.044149228e-02
1.200120012e-03		-3.118309647e-01        1.044226308e-02
1.230123012e-03		-3.119415882e-01        1.044296809e-02
1.260126013e-03		-3.120502012e-01        1.044360720e-02
1.290129013e-03		-3.121567946e-01        1.044418027e-02
1.320132013e-03		-3.122613589e-01        1.044468717e-02
1.350135014e-03		-3.123638851e-01        1.044512779e-02
1.380138014e-03		-3.124643636e-01        1.044550200e-02
1.410141014e-03		-3.125627852e-01        1.044580967e-02
1.440144014e-03		-3.126591404e-01        1.044605067e-02
1.470147015e-03		-3.127534198e-01        1.044622489e-02
1.500150015e-03		-3.128456139e-01        1.044633220e-02
1.530153015e-03		-3.129357132e-01        1.044637247e-02
1.560156016e-03		-3.130237083e-01        1.044634558e-02
1.590159016e-03		-3.131095895e-01        1.044625142e-02
1.620162016e-03		-3.131933472e-01        1.044608986e-02
1.650165017e-03		-3.132749719e-01        1.044586078e-02
1.680168017e-03		-3.133544539e-01        1.044556406e-02
1.710171017e-03		-3.134317834e-01        1.044519958e-02
1.740174017e-03		-3.135069508e-01        1.044476722e-02
1.770177018e-03		-3.135799463e-01        1.044426686e-02
1.800180018e-03		-3.136507601e-01        1.044369839e-02
1.830183018e-03		-3.137193824e-01        1.044306169e-02
1.860186019e-03		-3.137858033e-01        1.044235663e-02
1.890189019e-03		-3.138500129e-01        1.044158311e-02
1.920192019e-03		-3.139120014e-01        1.044074101e-02
1.950195020e-03		-3.139717587e-01        1.043983021e-02
1.980198020e-03		-3.140292748e-01        1.043885060e-02
2.010201020e-03		-3.140845399e-01        1.043780206e-02
2.040204020e-03		-3.141375436e-01        1.043668449e-02
2.070207021e-03		-3.141882761e-01        1.043549776e-02
2.100210021e-03		-3.142367272e-01        1.043424177e-02
2.130213021e-03		-3.142828866e-01        1.043291641e-02
2.160216022e-03		-3.143267442e-01        1.043152156e-02
2.190219022e-03		-3.143682898e-01        1.043005711e-02
2.220222022e-03		-3.144075131e-01        1.042852295e-02
2.250225023e-03		-3.144444037e-01        1.042691898e-02
2.280228023e-03		-3.144789514e-01        1.042524508e-02
2.310231023e-03		-3.145111458e-01        1.042350115e-02
2.340234023e-03		-3.145409764e-01        1.042168708e-02
2.370237024e-03		-3.145684329e-01        1.041980276e-02
2.400240024e-03		-3.145935046e-01        1.041784809e-02
2.430243024e-03		-3.146161812e-01        1.041582295e-02
2.460246025e-03		-3.146364521e-01        1.041372725e-02
2.490249025e-03		-3.146543066e-01        1.041156089e-02
2.520252025e-03		-3.146697341e-01        1.040932374e-02
2.550255026e-03		-3.146827240e-01        1.040701572e-02
2.580258026e-03		-3.146932656e-01        1.040463673e-02
2.610261026e-03		-3.147013481e-01        1.040218665e-02
2.640264026e-03		-3.147069607e-01        1.039966538e-02
2.670267027e-03		-3.147100927e-01        1.039707284e-02
2.700270027e-03		-3.147107331e-01        1.039440891e-02
2.730273027e-03		-3.147088711e-01        1.039167349e-02
2.760276028e-03		-3.147044958e-01        1.038886650e-02
2.790279028e-03		-3.146975962e-01        1.038598782e-02
2.820282028e-03		-3.146881613e-01        1.038303736e-02
2.850285029e-03		-3.146761801e-01        1.038001503e-02
2.880288029e-03		-3.146616414e-01        1.037692072e-02
2.910291029e-03		-3.146445341e-01        1.037375435e-02
2.940294029e-03		-3.146248471e-01        1.037051581e-02
2.970297030e-03		-3.146025693e-01        1.036720502e-02
3.000300030e-03		-3.145776893e-01        1.036382187e-02
3.030303030e-03		-3.145501958e-01        1.036036628e-02
3.060306031e-03		-3.145200776e-01        1.035683815e-02
3.090309031e-03		-3.144873233e-01        1.035323739e-02
3.120312031e-03		-3.144519216e-01        1.034956391e-02
3.150315032e-03		-3.144138609e-01        1.034581761e-02
3.180318032e-03		-3.143731297e-01        1.034199842e-02
3.210321032e-03		-3.143297167e-01        1.033810623e-02
3.240324032e-03		-3.142836103e-01        1.033414097e-02
3.270327033e-03		-3.142347987e-01        1.033010253e-02
3.300330033e-03		-3.141832704e-01        1.032599084e-02
3.330333033e-03		-3.141290138e-01        1.032180581e-02
3.360336034e-03		-3.140720170e-01        1.031754735e-02
3.390339034e-03		-3.140122684e-01        1.031321538e-02
3.420342034e-03		-3.139497561e-01        1.030880980e-02
3.450345035e-03		-3.138844683e-01        1.030433055e-02
3.480348035e-03		-3.138163931e-01        1.029977752e-02
3.510351035e-03		-3.137455186e-01        1.029515065e-02
3.540354035e-03		-3.136718327e-01        1.029044985e-02
3.570357036e-03		-3.135953236e-01        1.028567503e-02
3.600360036e-03		-3.135159791e-01        1.028082613e-02
3.630363036e-03		-3.134337871e-01        1.027590305e-02
3.660366037e-03		-3.133487356e-01        1.027090571e-02
3.690369037e-03		-3.132608122e-01        1.026583405e-02
3.720372037e-03		-3.131700049e-01        1.026068797e-02
3.750375038e-03		-3.130763012e-01        1.025546741e-02
