0.000000000e+00		-nan
2.000200020e-05		-nan
4.000400040e-05		-nan
6.000600060e-05		-nan
8.000800080e-05		-nan
1.000100010e-04		-nan
1.200120012e-04		-nan
1.400140014e-04		-nan
1.600160016e-04		-nan
1.800180018e-04		-nan
2.000200020e-04		-nan
2.200220022e-04		-nan
2.400240024e-04		-nan
2.600260026e-04		-nan
2.800280028e-04		-nan
3.000300030e-04		-nan
3.200320032e-04		-nan
3.400340034e-04		-nan
3.600360036e-04		-nan
3.800380038e-04		-nan
4.000400040e-04		-nan
4.200420042e-04		-nan
4.400440044e-04		-nan
4.600460046e-04		-nan
4.800480048e-04		-nan
5.000500050e-04		-nan
5.200520052e-04		-nan
5.400540054e-04		-nan
5.600560056e-04		-nan
5.800580058e-04		-nan
6.000600060e-04		-nan
6.200620062e-04		-nan
6.400640064e-04		-nan
6.600660066e-04		-nan
6.800680068e-04		-nan
7.000700070e-04		-nan
7.200720072e-04		-nan
7.400740074e-04		-nan
7.600760076e-04		-nan
7.800780078e-04		-nan
8.000800080e-04		-nan
8.200820082e-04		-nan
8.400840084e-04		-nan
8.600860086e-04		-nan
8.800880088e-04		-nan
9.000900090e-04		-nan
9.200920092e-04		-nan
9.400940094e-04		-nan
9.600960096e-04		-nan
9.800980098e-04		-nan
1.000100010e-03		-nan
1.020102010e-03		-nan
1.040104010e-03		-nan
1.060106011e-03		-nan
1.080108011e-03		-nan
1.100110011e-03		-nan
1.120112011e-03		-nan
1.140114011e-03		-nan
1.160116012e-03		-nan
1.180118012e-03		-nan
1.200120012e-03		-nan
1.220122012e-03		-nan
1.240124012e-03		-nan
1.260126013e-03		-nan
1.280128013e-03		-nan
1.300130013e-03		-nan
1.320132013e-03		-nan
1.340134013e-03		-nan
1.360136014e-03		-nan
1.380138014e-03		-nan
1.400140014e-03		-nan
1.420142014e-03		-nan
1.440144014e-03		-nan
1.460146015e-03		-nan
1.480148015e-03		-nan
1.500150015e-03		-nan
1.520152015e-03		-nan
1.540154015e-03		-nan
1.560156016e-03		-nan
1.580158016e-03		-nan
1.600160016e-03		-nan
1.620162016e-03		-nan
1.640164016e-03		-nan
1.660166017e-03		-nan
1.680168017e-03		-nan
1.700170017e-03		-nan
1.720172017e-03		-nan
1.740174017e-03		-nan
1.760176018e-03		-nan
1.780178018e-03		-nan
1.800180018e-03		-nan
1.820182018e-03		-nan
1.840184018e-03		-nan
1.860186019e-03		-nan
1.880188019e-03		-nan
1.900190019e-03		-nan
1.920192019e-03		-nan
1.940194019e-03		-nan
1.960196020e-03		-nan
