# Ebin    rho(Ebin)
20.7278  1.00373
20.7294  1.00359
20.7392  1.00277
20.7405  1.00266
20.7463  1.0022
20.7524  1.00172
20.7566  1.00139
20.7589  1.00122
20.7621  1.00098
20.7662  1.00068
20.7665  1.00066
20.767  1.00062
20.7685  1.00052
20.7705  1.00038
20.785  0.999386
20.793  0.998876
20.8063  0.998087
20.8113  0.997807
20.8124  0.997749
20.8161  0.997546
20.8165  0.997525
20.8274  0.996978
20.8347  0.996639
20.838  0.996489
20.8418  0.996329
20.843  0.996278
20.8521  0.99592
20.8545  0.995828
20.8697  0.995324
20.8814  0.995004
20.8833  0.994957
20.8927  0.994752
20.8969  0.994672
20.902  0.994587
20.9024  0.994581
20.9039  0.994558
20.9042  0.994553
20.9049  0.994542
20.9052  0.994538
20.928  0.994327
20.9312  0.994315
20.9342  0.994308
20.949  0.994331
20.9514  0.994344
20.9578  0.994389
20.9592  0.994402
20.9596  0.994405
20.9628  0.994437
20.9661  0.994475
20.9683  0.994501
20.9722  0.994555
20.9747  0.994593
20.975  0.994597
20.9809  0.994697
20.9886  0.994848
20.9903  0.994885
20.9945  0.994981
20.9964  0.995027
20.9996  0.995107
21.0044  0.995234
21.0079  0.995333
21.0167  0.995604
21.0193  0.995687
21.0252  0.99589
21.0274  0.995968
21.0322  0.996149
21.0479  0.99679
21.0526  0.996995
21.0629  0.997478
21.0657  0.997617
21.0702  0.997843
21.08  0.998357
21.0838  0.998567
21.0846  0.998613
21.0853  0.998649
21.0893  0.998874
21.0913  0.998992
21.0965  0.999291
21.1012  0.999571
21.1065  0.999894
21.1082  0.999999
21.1092  1.00006
21.1119  1.00023
21.112  1.00024
21.1198  1.00074
21.1248  1.00107
21.1288  1.00134
21.1306  1.00146
21.1334  1.00165
21.1363  1.00185
21.1404  1.00214
21.1418  1.00224
21.1483  1.00269
21.1488  1.00273
21.1562  1.00327
21.161  1.00362
21.1632  1.00379
21.1646  1.0039
21.1652  1.00394
21.1774  1.00487
21.1776  1.00488
21.1814  1.00518
21.1852  1.00548
21.1887  1.00575
21.2069  1.00721
21.2336  1.00942
21.2383  1.00982
21.2422  1.01014
21.2465  1.01051
21.2489  1.01072
21.256  1.01132
21.2785  1.01325
21.2805  1.01342
21.286  1.01389
21.2881  1.01407
21.2968  1.01482
21.2982  1.01494
21.3032  1.01537
21.3088  1.01585
21.3221  1.01698
21.3226  1.01702
21.3289  1.01756
21.3312  1.01775
21.3506  1.01937
21.365  1.02056
21.3683  1.02083
21.3816  1.0219
21.3822  1.02194
21.3899  1.02255
21.3931  1.0228
21.3936  1.02283
21.3988  1.02324
21.4  1.02333
21.4009  1.0234
21.4086  1.02399
21.4136  1.02437
21.4161  1.02456
21.4177  1.02468
21.4193  1.02479
21.4504  1.02702
21.4532  1.02721
21.4551  1.02734
21.4582  1.02754
21.4593  1.02762
21.4633  1.02789
21.4668  1.02811
21.4724  1.02848
21.4745  1.02861
21.4782  1.02885
21.4793  1.02892
21.4863  1.02935
21.4903  1.0296
21.4913  1.02966
21.5058  1.03051
21.5112  1.03082
21.5151  1.03103
21.5219  1.0314
21.5241  1.03152
21.5248  1.03156
21.5376  1.03221
21.5461  1.03263
21.5535  1.03298
21.5591  1.03323
21.5596  1.03325
21.5603  1.03328
21.5712  1.03376
21.5739  1.03387
21.5844  1.03429
21.5846  1.03429
21.5884  1.03444
21.5971  1.03476
21.6124  1.03527
21.6147  1.03534
21.6269  1.0357
21.637  1.03597
21.6377  1.03598
21.6417  1.03608
21.6537  1.03636
21.6647  1.03657
21.6715  1.03669
21.672  1.0367
21.6786  1.0368
21.6848  1.03689
21.6873  1.03692
21.698  1.03704
21.6988  1.03705
21.7146  1.03718
21.7147  1.03718
21.7162  1.03719
21.7258  1.03723
21.7316  1.03724
21.7461  1.03724
21.7593  1.03719
21.7608  1.03719
21.7613  1.03718
21.7629  1.03718
21.7705  1.03712
21.7747  1.03709
21.7755  1.03708
21.7776  1.03706
21.7812  1.03703
21.7823  1.03702
21.7837  1.037
21.784  1.037
21.7844  1.03699
21.7875  1.03696
21.7876  1.03696
21.7947  1.03687
21.7969  1.03684
21.8014  1.03678
21.8068  1.03669
21.8083  1.03667
21.8097  1.03664
21.8168  1.03652
21.8248  1.03636
21.8266  1.03633
21.8291  1.03627
21.8368  1.0361
21.8554  1.03564
21.8687  1.03526
21.8698  1.03523
21.8842  1.03477
21.8843  1.03476
21.8927  1.03448
21.8944  1.03441
21.8977  1.0343
21.9023  1.03413
21.9088  1.03388
21.9114  1.03378
21.9152  1.03363
21.9207  1.03341
21.9283  1.03309
21.9285  1.03308
21.9295  1.03304
21.9484  1.03219
21.9558  1.03183
21.9643  1.03142
21.9649  1.03139
21.974  1.03092
21.9836  1.03041
21.9857  1.0303
21.992  1.02995
21.9946  1.02981
21.9998  1.02951
22.0091  1.02897
22.0096  1.02895
22.0123  1.02879
22.0217  1.02822
22.0251  1.02801
22.0287  1.02779
22.0301  1.02769
22.0314  1.02762
22.0383  1.02717
22.0431  1.02686
22.0498  1.02642
22.0504  1.02638
22.0548  1.02608
22.0549  1.02608
22.0567  1.02595
22.0571  1.02593
22.0622  1.02557
22.0662  1.0253
22.0662  1.0253
22.0697  1.02506
22.0776  1.02449
22.0833  1.02408
22.1065  1.02234
22.11  1.02207
22.1156  1.02163
22.1289  1.02057
22.1298  1.0205
22.1329  1.02025
22.1415  1.01954
22.1488  1.01893
22.1539  1.0185
22.1651  1.01754
22.1653  1.01752
22.166  1.01746
22.1695  1.01715
22.1699  1.01711
22.1702  1.01709
22.1746  1.0167
22.175  1.01667
22.1784  1.01637
22.1799  1.01623
22.1971  1.01468
22.2009  1.01432
22.2053  1.01391
22.2096  1.01351
22.2189  1.01264
22.229  1.01166
22.2296  1.0116
22.2436  1.01024
22.2478  1.00983
22.2528  1.00933
22.2535  1.00926
22.2553  1.00907
22.2579  1.00882
22.2586  1.00874
22.2629  1.00831
22.2664  1.00796
22.2691  1.00768
22.2802  1.00655
22.2946  1.00505
22.2993  1.00456
22.3036  1.00412
22.3146  1.00294
22.323  1.00205
22.3251  1.00183
22.3257  1.00176
22.3408  1.00013
22.3424  0.999956
22.3452  0.999642
22.3474  0.999406
22.3512  0.998987
22.3541  0.998672
22.355  0.998576
22.3574  0.998307
22.3591  0.99812
22.3677  0.997178
22.3853  0.995224
22.3866  0.99508
22.387  0.995034
22.3945  0.994206
22.4052  0.993006
22.4082  0.992675
22.4142  0.991999
22.4186  0.991503
22.4222  0.991101
22.4233  0.990979
22.4276  0.9905
22.4313  0.990077
22.433  0.989892
22.4384  0.989289
22.4459  0.988451
22.4782  0.984843
22.4796  0.984689
22.4813  0.984499
22.4865  0.983925
22.4949  0.982988
22.4955  0.982924
22.5096  0.981378
22.5126  0.981049
22.5128  0.981036
22.5136  0.980942
22.5142  0.980879
22.5176  0.980506
22.5242  0.979795
22.5283  0.979354
22.5304  0.979124
22.54  0.978099
22.5406  0.978039
22.5476  0.977298
22.5521  0.976822
22.5564  0.976371
22.5595  0.976052
22.5686  0.975108
22.5717  0.974787
22.5719  0.974766
22.5766  0.974287
22.5784  0.974104
22.5798  0.973961
22.5799  0.973958
22.5835  0.973586
22.5855  0.973387
22.6002  0.971932
22.6041  0.971553
22.6153  0.970469
22.6225  0.969788
22.6284  0.969239
22.6316  0.96894
22.6327  0.968839
22.6329  0.968817
22.6474  0.967504
22.6528  0.967028
22.6624  0.966187
22.6632  0.966119
22.6645  0.966007
22.6746  0.96516
22.6773  0.964937
22.6883  0.96404
22.6896  0.963939
22.6899  0.963918
22.6932  0.963652
22.7044  0.962787
22.7167  0.96188
22.7272  0.961126
22.7301  0.960926
22.7322  0.960783
22.7413  0.960174
22.7416  0.960153
22.7434  0.960034
22.7481  0.959731
22.7516  0.959508
22.7599  0.958992
22.7617  0.958881
22.7619  0.958872
22.7624  0.958844
22.7627  0.958825
22.7724  0.958257
22.7735  0.958194
22.7735  0.958193
22.7739  0.95817
22.778  0.957942
22.8014  0.956723
22.8045  0.956573
22.8147  0.956103
22.8193  0.955903
22.8205  0.95585
22.8222  0.955779
22.8243  0.95569
22.8409  0.955041
22.8448  0.954903
22.8546  0.954569
22.8548  0.954564
22.8553  0.954549
22.8569  0.954497
22.8655  0.954235
22.8736  0.954012
22.8792  0.953868
22.8816  0.953809
22.8833  0.953769
22.8872  0.953677
22.8873  0.953676
22.8892  0.953635
22.8924  0.953566
22.8931  0.95355
22.8944  0.953524
22.8962  0.953489
22.897  0.953473
22.8973  0.953467
22.8993  0.953429
22.9001  0.953413
22.9152  0.953168
22.9161  0.953155
22.9162  0.953153
22.9368  0.95293
22.9398  0.952909
22.9441  0.952881
22.9478  0.952861
22.9622  0.952822
22.9628  0.952822
22.9674  0.952822
22.971  0.952826
22.9729  0.952829
22.9763  0.952838
22.9807  0.952853
22.9876  0.952888
22.9991  0.952972
23.0017  0.952996
23.0037  0.953016
23.004  0.953018
23.0126  0.953114
23.0209  0.953223
23.0287  0.953339
23.0292  0.953346
23.0541  0.953809
23.0554  0.953836
23.0573  0.953878
23.0624  0.953991
23.0628  0.954002
23.0673  0.954107
23.0713  0.954203
23.0776  0.954361
23.078  0.954371
23.0836  0.95452
23.0849  0.954554
23.0858  0.954579
23.0915  0.954736
23.0938  0.954799
23.0968  0.954886
23.1086  0.955239
23.1105  0.955298
23.1217  0.955656
23.1283  0.955876
23.1391  0.956247
23.1419  0.956344
23.1432  0.95639
23.1527  0.956732
23.1641  0.957156
23.1675  0.957285
23.1695  0.957364
23.1803  0.957781
23.1845  0.957946
23.186  0.958007
23.1866  0.958031
23.1872  0.958055
23.1918  0.958236
23.1919  0.958239
23.1941  0.95833
23.2016  0.958633
23.206  0.958814
23.2077  0.958884
23.2181  0.959314
23.2189  0.959347
23.2236  0.959545
23.2266  0.959667
23.2327  0.959925
23.2333  0.959953
23.2395  0.960215
23.2472  0.960544
23.2494  0.960637
23.25  0.96066
23.2531  0.960794
23.2558  0.960912
23.2595  0.961069
23.2596  0.961073
23.2606  0.961117
23.2612  0.961144
23.2631  0.961224
23.2649  0.9613
23.2702  0.961531
23.2746  0.961721
23.2786  0.961894
23.2801  0.961957
23.2856  0.962194
23.2914  0.962445
23.2993  0.962784
23.305  0.96303
23.3073  0.963129
23.3132  0.96338
23.3159  0.963495
23.3169  0.963539
23.32  0.963671
23.3239  0.963837
23.3304  0.964113
23.3338  0.964257
23.3348  0.964301
23.3379  0.964432
23.3421  0.964608
23.3511  0.964989
23.3593  0.965331
23.3622  0.965451
23.3648  0.965555
23.3688  0.965724
23.376  0.966019
23.3814  0.966236
23.3822  0.966272
23.3915  0.966645
23.3932  0.966713
23.3983  0.96692
23.4009  0.967021
23.401  0.967025
23.4056  0.967208
23.4078  0.967295
23.4085  0.967324
23.4086  0.967329
23.4157  0.967605
23.4368  0.968424
23.4402  0.968553
23.4414  0.968597
23.4494  0.9689
23.4497  0.968909
23.4504  0.968938
23.4522  0.969003
23.4573  0.969196
23.4577  0.969209
23.4597  0.969285
23.4605  0.969313
23.4606  0.969317
23.4615  0.969351
23.4616  0.969355
23.4643  0.969453
23.4649  0.969478
23.4833  0.970148
23.502  0.970821
23.5088  0.971062
23.5097  0.971093
23.5148  0.971271
23.5158  0.971306
23.5196  0.971441
23.5301  0.971807
23.5354  0.971991
23.5481  0.972431
23.551  0.972529
23.5525  0.97258
23.559  0.972803
23.5739  0.973315
23.5835  0.973643
23.5839  0.973657
23.584  0.97366
23.5871  0.973767
23.5918  0.973927
23.5938  0.973997
23.5979  0.974138
23.6023  0.974286
23.6044  0.974358
23.6066  0.974436
23.6078  0.974478
23.6128  0.97465
23.6136  0.974675
23.6158  0.974753
23.6235  0.975021
23.633  0.975349
23.6358  0.97545
23.6366  0.975476
23.6396  0.97558
23.6454  0.975786
23.6455  0.975791
23.6503  0.97596
23.6564  0.976177
23.6571  0.976201
23.6626  0.9764
23.6647  0.976475
23.6654  0.976503
23.6655  0.976505
23.6684  0.976609
23.6714  0.97672
23.6799  0.97703
23.685  0.977219
23.6882  0.97734
23.6921  0.977483
23.6927  0.977509
23.6957  0.977621
23.7051  0.977977
23.7161  0.978402
23.7178  0.97847
23.7183  0.978491
23.7255  0.978775
23.7313  0.979004
23.7352  0.979163
23.7426  0.97946
23.7438  0.979509
23.7482  0.979694
23.7489  0.979723
23.7517  0.979839
23.7563  0.980028
23.7655  0.980418
23.7658  0.980431
23.7683  0.980541
23.7715  0.980679
23.7727  0.980728
23.7743  0.980797
23.7758  0.980865
23.7763  0.980884
23.7839  0.981218
23.7926  0.981608
23.7964  0.981781
23.7994  0.981915
23.8078  0.9823
23.809  0.982358
23.8347  0.983575
23.8408  0.983875
23.8428  0.983968
23.8544  0.984548
23.8585  0.984752
23.8662  0.985144
23.8681  0.985242
23.8697  0.985323
23.8798  0.985844
23.8799  0.98585
23.8847  0.986102
23.8858  0.986155
23.8858  0.986159
23.886  0.986169
23.8926  0.986516
23.8928  0.986528
23.904  0.987122
23.9063  0.987249
23.907  0.987284
23.9115  0.987528
23.919  0.987934
23.9231  0.988158
23.9303  0.988555
23.9381  0.988984
23.9394  0.989059
23.9398  0.989079
23.9414  0.989168
23.9418  0.98919
23.944  0.989317
23.9493  0.989612
23.9605  0.990237
23.9639  0.990432
23.9673  0.990622
23.9677  0.990646
23.9719  0.990884
23.9726  0.990921
23.9779  0.991224
23.9829  0.991507
23.9974  0.992326
24.0145  0.993298
24.0157  0.993369
24.02  0.99361
24.0206  0.993645
24.0238  0.993824
24.0274  0.99403
24.0284  0.994086
24.0301  0.99418
24.0339  0.994395
24.0446  0.994993
24.0446  0.994994
24.0487  0.99522
24.0491  0.995242
24.0524  0.995427
24.0557  0.995607
24.0792  0.996893
24.0811  0.996996
24.0903  0.997482
24.0905  0.997493
24.094  0.99768
24.096  0.997783
24.0984  0.997908
24.1087  0.998444
24.1099  0.998505
24.115  0.998759
24.12  0.999015
24.1286  0.999436
24.1292  0.999466
24.1302  0.999517
24.1309  0.99955
24.1337  0.999684
24.1375  0.99987
24.1404  1.00001
24.1408  1.00003
24.1436  1.00016
24.144  1.00018
24.1566  1.00076
24.1693  1.00132
24.1708  1.00139
24.1768  1.00164
24.1847  1.00197
24.1872  1.00207
24.1919  1.00226
24.1994  1.00255
24.2033  1.0027
24.2038  1.00272
24.2087  1.0029
24.2192  1.00328
24.2244  1.00346
24.2248  1.00347
24.2506  1.00428
24.2519  1.00432
24.2535  1.00437
24.269  1.00478
24.2706  1.00482
24.2718  1.00485
24.2758  1.00495
24.2782  1.005
24.2795  1.00503
24.2884  1.00523
24.292  1.0053
24.3102  1.00564
24.3202  1.0058
24.3215  1.00581
24.3229  1.00583
24.3253  1.00587
24.3268  1.00589
24.3349  1.00599
24.3399  1.00604
24.3406  1.00605
24.3417  1.00606
24.3513  1.00615
24.3517  1.00615
24.3551  1.00618
24.3566  1.00619
24.362  1.00623
24.3653  1.00625
24.3688  1.00626
24.3788  1.0063
24.3814  1.00631
24.3815  1.00631
24.3965  1.00633
24.3974  1.00633
24.4105  1.00631
24.4151  1.00629
24.4191  1.00628
24.4204  1.00627
24.4207  1.00627
24.4215  1.00627
24.4222  1.00627
24.4359  1.00619
24.4387  1.00617
24.4405  1.00616
24.4428  1.00614
24.4441  1.00613
24.457  1.00602
24.4617  1.00598
24.4619  1.00598
24.4628  1.00597
24.4905  1.00565
24.4913  1.00564
24.5012  1.00551
24.5033  1.00548
24.5055  1.00545
24.508  1.00542
24.5087  1.00541
24.5133  1.00534
24.5199  1.00525
24.5206  1.00524
24.5337  1.00504
24.5426  1.0049
24.5444  1.00488
24.5487  1.00481
24.5511  1.00477
24.5622  1.0046
24.5729  1.00444
24.5741  1.00442
24.5791  1.00434
24.5824  1.00429
24.5895  1.00419
24.5909  1.00417
24.5959  1.0041
24.6172  1.00381
24.6183  1.00379
24.6318  1.00363
24.6325  1.00362
24.6338  1.00361
24.6474  1.00347
24.6495  1.00345
24.6504  1.00344
24.6609  1.00335
24.678  1.00324
24.6789  1.00324
24.6819  1.00323
24.685  1.00321
24.6906  1.00319
24.6909  1.00319
24.691  1.00319
24.6939  1.00319
24.6962  1.00318
24.6995  1.00318
24.7076  1.00317
24.7126  1.00318
24.7169  1.00319
24.725  1.00321
24.728  1.00323
24.7289  1.00323
24.7404  1.0033
24.7423  1.00331
24.7453  1.00334
24.7491  1.00337
24.755  1.00343
24.7643  1.00355
24.765  1.00355
24.77  1.00362
24.7711  1.00364
24.7792  1.00377
24.7973  1.00412
24.811  1.00444
24.8116  1.00445
24.8215  1.00472
24.8215  1.00472
24.8228  1.00476
24.8327  1.00505
24.8437  1.00541
24.8447  1.00545
24.8548  1.00581
24.8773  1.00672
24.8885  1.00722
24.889  1.00725
24.8895  1.00727
24.9044  1.00799
24.9156  1.00858
24.9168  1.00864
24.9196  1.00879
24.9292  1.00933
24.9411  1.01002
24.9498  1.01055
24.952  1.01068
24.9552  1.01089
24.9613  1.01127
24.9633  1.01141
24.9719  1.01197
24.9909  1.01328
24.9912  1.0133
24.9981  1.01378
24.9998  1.01391
25.0041  1.01422
25.0055  1.01432
25.0068  1.01442
25.0074  1.01446
25.0074  1.01446
25.0106  1.01469
25.0166  1.01515
25.0223  1.01557
25.0224  1.01558
25.0243  1.01572
25.0479  1.01755
25.0514  1.01783
25.0524  1.01791
25.0531  1.01797
25.0664  1.01904
25.0837  1.02045
25.0846  1.02052
25.0862  1.02065
25.1058  1.02228
25.1103  1.02265
25.1139  1.02295
25.1187  1.02335
25.1227  1.02369
25.1256  1.02393
25.14  1.02512
25.1572  1.02654
25.1643  1.02713
25.1647  1.02716
25.167  1.02735
25.1704  1.02763
25.1977  1.0298
25.2126  1.03096
25.2206  1.03156
25.2244  1.03185
25.2255  1.03193
25.2295  1.03223
25.2299  1.03226
25.2386  1.03289
25.2387  1.03289
25.2405  1.03302
25.2424  1.03316
25.2476  1.03353
25.248  1.03356
25.2518  1.03382
25.262  1.03452
25.2765  1.03546
25.2778  1.03555
25.2784  1.03559
25.2788  1.03561
25.282  1.03581
25.2841  1.03594
25.2905  1.03633
25.2944  1.03657
25.296  1.03666
25.2962  1.03667
25.297  1.03672
25.2987  1.03681
25.3011  1.03696
25.3136  1.03765
25.3239  1.03819
25.3291  1.03845
25.3335  1.03866
25.3336  1.03867
25.3446  1.03917
25.3446  1.03918
25.3633  1.03995
25.3637  1.03996
25.3657  1.04004
25.3724  1.04029
25.3754  1.04039
25.3783  1.04048
25.389  1.04082
25.3953  1.041
25.3964  1.04103
25.4004  1.04113
25.4094  1.04135
25.4097  1.04135
25.4197  1.04156
25.4204  1.04157
25.4283  1.0417
25.4296  1.04172
25.4415  1.04187
25.4438  1.0419
25.4446  1.0419
25.4484  1.04194
25.452  1.04196
25.4605  1.042
25.4611  1.042
25.4683  1.04202
25.4683  1.04202
25.4708  1.04202
25.4714  1.04202
25.4778  1.042
25.4796  1.042
25.484  1.04198
25.4912  1.04193
25.5014  1.04182
25.5044  1.04179
25.5047  1.04178
25.5052  1.04178
25.5101  1.04171
25.5106  1.0417
25.5122  1.04167
25.5187  1.04156
25.5218  1.0415
25.5332  1.04126
25.5484  1.04086
25.5557  1.04064
25.5567  1.0406
25.5731  1.04004
25.5748  1.03997
25.578  1.03985
25.5861  1.03952
25.5867  1.03949
25.5904  1.03933
25.6002  1.0389
25.6021  1.03881
25.6027  1.03878
25.6054  1.03865
25.6059  1.03863
25.6071  1.03857
25.6096  1.03845
25.6159  1.03813
25.6187  1.03799
25.6244  1.03769
25.6255  1.03763
25.6318  1.03728
25.64  1.03682
25.6427  1.03666
25.6454  1.0365
25.6468  1.03642
25.6495  1.03625
25.6517  1.03612
25.6553  1.0359
25.6569  1.0358
25.6597  1.03562
25.6606  1.03556
25.6623  1.03546
25.6707  1.03491
25.6823  1.03413
25.6896  1.03362
25.6912  1.0335
25.6941  1.0333
25.6969  1.0331
25.7035  1.03262
25.7153  1.03174
25.7197  1.03141
25.7247  1.03103
25.7301  1.03061
25.7314  1.0305
25.7364  1.03011
25.7414  1.02971
25.7433  1.02956
25.7447  1.02945
25.7506  1.02897
25.7529  1.02879
25.7582  1.02836
25.7609  1.02813
25.767  1.02762
25.7671  1.02762
25.7682  1.02752
25.7731  1.02711
25.7764  1.02683
25.7768  1.0268
25.7782  1.02668
25.7822  1.02635
25.7841  1.02619
25.7888  1.02578
25.7957  1.02519
25.7962  1.02514
25.8013  1.02471
25.8134  1.02365
25.8135  1.02364
25.8361  1.02166
25.8408  1.02125
25.8408  1.02124
25.8428  1.02107
25.8435  1.02101
25.8518  1.02027
25.8561  1.01989
25.867  1.01893
25.8709  1.01859
25.8712  1.01857
25.875  1.01822
25.8767  1.01808
25.8827  1.01755
25.8846  1.01738
25.8849  1.01736
25.8878  1.0171
25.8883  1.01705
25.8894  1.01697
25.8913  1.01679
25.9049  1.01561
25.9118  1.01501
25.9178  1.0145
25.9243  1.01394
25.9304  1.01341
25.9536  1.01147
25.9581  1.0111
25.9604  1.01091
25.9625  1.01074
25.9625  1.01074
25.969  1.01021
25.9701  1.01012
25.9744  1.00977
25.9745  1.00977
25.975  1.00973
25.9773  1.00954
25.992  1.00838
25.9994  1.00782
25.9997  1.00779
26.0016  1.00764
26.0024  1.00758
26.0063  1.00728
26.0066  1.00726
26.013  1.00678
26.0171  1.00648
26.0248  1.00591
26.0255  1.00586
26.0257  1.00584
26.0275  1.00572
26.0295  1.00557
26.0297  1.00555
26.0306  1.00549
26.032  1.00539
26.0333  1.0053
26.0371  1.00503
26.0406  1.00478
26.0443  1.00452
26.0479  1.00427
26.0512  1.00404
26.0563  1.0037
26.0601  1.00344
26.0641  1.00318
26.0642  1.00317
26.0647  1.00314
26.0732  1.00258
26.0878  1.00166
26.0918  1.00142
26.0968  1.00111
26.1043  1.00067
26.1046  1.00065
26.1054  1.00061
26.1131  1.00016
26.114  1.00011
26.1309  0.999177
26.1338  0.999025
26.148  0.998293
26.1521  0.998087
26.1582  0.997791
26.1604  0.997685
26.161  0.997659
26.162  0.997611
26.1674  0.997357
26.1743  0.99704
26.1889  0.996401
26.1911  0.996308
26.1959  0.996105
26.2011  0.995896
26.2015  0.995879
26.2101  0.995541
26.2107  0.995517
26.2125  0.995448
26.2214  0.995113
26.2246  0.994998
26.2272  0.994903
26.2277  0.994886
26.2311  0.994769
26.2317  0.994745
26.2411  0.994426
26.2448  0.994304
26.2579  0.993889
26.2659  0.993646
26.2717  0.993478
26.2748  0.993391
26.2834  0.993152
26.2898  0.992981
26.3049  0.992601
26.3169  0.992319
26.3228  0.992186
26.325  0.992139
26.339  0.991842
26.3401  0.99182
26.3424  0.991773
26.3428  0.991766
26.3467  0.991686
26.3494  0.991633
26.3527  0.99157
26.3557  0.991511
26.369  0.991265
26.3757  0.991145
26.3792  0.991084
26.3807  0.991059
26.3837  0.991008
26.3906  0.990889
26.3979  0.990768
26.404  0.990669
26.4104  0.990566
26.4122  0.990538
26.4167  0.990467
26.4169  0.990463
26.4243  0.990348
26.4303  0.990254
26.4315  0.990234
26.4385  0.990127
26.4549  0.989874
26.4639  0.989732
26.4641  0.98973
26.4712  0.989619
26.4732  0.989587
26.4835  0.989422
26.5077  0.989017
26.5087  0.989
26.5119  0.988942
26.5163  0.988864
26.5226  0.98875
26.5288  0.988635
26.5301  0.98861
26.5376  0.988466
26.5545  0.988121
26.5602  0.987998
26.5689  0.987805
26.5767  0.987623
26.5835  0.987461
26.5854  0.987413
26.5914  0.987262
26.5925  0.987234
26.6033  0.986947
26.6043  0.986922
26.6059  0.986878
26.6064  0.986864
26.6151  0.986618
26.6242  0.986349
26.6309  0.986142
26.6375  0.98593
26.6425  0.985765
26.6445  0.9857
26.6494  0.985531
26.6514  0.985464
26.6643  0.984999
26.6672  0.984888
26.6717  0.984719
26.6767  0.984521
26.6803  0.98438
26.6837  0.98424
26.6884  0.984046
26.6895  0.983998
26.692  0.983894
26.7041  0.983364
26.7059  0.983284
26.7174  0.982747
26.718  0.982717
26.7286  0.982198
26.7387  0.981682
26.7539  0.980858
26.7594  0.980546
26.7612  0.980442
26.7722  0.979794
26.7792  0.979371
26.7894  0.978729
26.79  0.97869
26.7902  0.978677
26.7957  0.978321
26.8045  0.97773
26.8169  0.976874
26.8213  0.97656
26.8266  0.976177
26.8331  0.97569
26.8344  0.975597
26.8365  0.975437
26.8398  0.975187
26.8424  0.974984
26.8427  0.974963
26.8494  0.974443
26.8611  0.973502
26.8686  0.972882
26.8851  0.971472
26.8994  0.970199
26.8995  0.970192
26.9016  0.969995
26.9051  0.969674
26.9111  0.969115
26.9127  0.968963
26.9142  0.968829
26.9151  0.968737
26.9196  0.968313
26.9204  0.968236
26.9295  0.967351
26.9322  0.967089
26.9337  0.966934
26.9347  0.966843
26.935  0.966811
26.938  0.966509
26.9398  0.966331
26.9477  0.96553
26.9565  0.964622
26.9665  0.963567
26.9796  0.962145
26.9842  0.961646
26.9907  0.960917
26.9908  0.960904
26.9925  0.960722
27.0023  0.959608
27.0037  0.959443
27.0111  0.958594
27.0153  0.9581
27.0257  0.956883
27.0266  0.956768
27.028  0.9566
27.031  0.956245
27.0313  0.956207
27.0345  0.955829
27.0363  0.955605
27.0392  0.955261
27.0438  0.954702
27.0513  0.953778
27.052  0.953694
27.0538  0.953465
27.1019  0.947315
27.1196  0.944963
27.1215  0.944708
27.1245  0.944302
27.1254  0.944191
27.1284  0.943784
27.1312  0.943401
27.1341  0.943018
27.1348  0.942921
27.1376  0.942535
27.1429  0.941822
27.146  0.941396
27.1611  0.939319
27.1632  0.939041
27.1638  0.938946
27.1674  0.93845
27.1749  0.937413
27.1788  0.936875
27.1847  0.936058
27.2027  0.933538
27.2103  0.932472
27.2123  0.932193
27.216  0.931666
27.2202  0.931074
27.2214  0.930913
27.2274  0.930062
27.2294  0.929789
27.2323  0.92938
27.2342  0.929107
27.2378  0.928607
27.2409  0.928165
27.2504  0.92683
27.2523  0.926567
27.2533  0.926422
27.2588  0.925652
27.2715  0.923879
27.2753  0.923345
27.2821  0.922409
27.2857  0.921908
27.2869  0.921738
27.2923  0.920991
27.2976  0.920262
27.3008  0.919819
27.3126  0.918204
27.314  0.918014
27.3206  0.917105
27.3231  0.916768
27.3326  0.915493
27.3355  0.915101
27.3468  0.913603
27.3598  0.911892
27.3615  0.911671
27.3624  0.911559
27.3641  0.911331
27.3665  0.911026
27.3672  0.910928
27.3709  0.910458
27.3761  0.909793
27.3771  0.909668
27.3801  0.909283
27.3849  0.908683
27.3917  0.907828
27.4055  0.906136
27.4115  0.905407
27.4214  0.904229
27.4215  0.904224
27.4319  0.903013
27.4359  0.902551
27.4408  0.902001
27.4492  0.901064
27.4542  0.900516
27.4548  0.900443
27.4569  0.900214
27.4646  0.899398
27.4676  0.899082
27.4821  0.897589
27.4943  0.896388
27.503  0.895559
27.5079  0.895103
27.511  0.894821
27.5217  0.893872
27.5217  0.89387
27.5245  0.893629
27.5452  0.891928
27.5628  0.890616
27.5643  0.890512
27.5651  0.890452
27.5724  0.889955
27.5781  0.889578
27.5813  0.889373
27.5914  0.888757
27.5929  0.888666
27.5944  0.88858
27.5966  0.888452
27.6024  0.888133
27.6044  0.888027
27.6302  0.886806
27.6336  0.886664
27.6382  0.886489
27.6451  0.886238
27.6455  0.886227
27.6455  0.886227
27.6529  0.885986
27.6547  0.885931
27.6592  0.885802
27.6619  0.88573
27.6624  0.885718
27.6657  0.885634
27.6664  0.885618
27.6673  0.885597
27.6753  0.885423
27.6768  0.885395
27.6813  0.885315
27.682  0.885303
27.6821  0.885302
27.689  0.885202
27.6903  0.885186
27.6927  0.885159
27.6943  0.885142
27.6959  0.885127
27.7077  0.885055
27.7109  0.885047
27.715  0.885046
27.7177  0.88505
27.7201  0.885056
27.7215  0.885061
