8		0.85		0.5		0.936638512		-12.3477128
8		0.9		0.5		0.92818938		-12.5104469
8		0.95		0.5		0.919076938		-12.6822692
8		1		0.5		0.909275922		-12.8631101
8		1.05		0.5		0.898763294		-13.0528868
8		1.1		0.5		0.887519664		-13.2515022
8		1.15		0.5		0.875530877		-13.4588436
8		1.2		0.5		0.862789708		-13.6747811
8		1.25		0.5		0.84929754		-13.8991675
8		1.3		0.5		0.8350659		-14.1318373
8		1.35		0.5		0.820117711		-14.3726063
8		1.4		0.5		0.804488113		-14.6212718
8		1.45		0.5		0.78822473		-14.8776134
8		1.5		0.5		0.771387309		-15.1413935
8		1.55		0.5		0.754046693		-15.4123592
8		1.6		0.5		0.73628319		-15.6902441
8		1.65		0.5		0.718184423		-15.9747701
8		1.7		0.5		0.699842816		-16.2656506
8		1.75		0.5		0.681352912		-16.562593
8		1.8		0.5		0.662808699		-16.8653011
9		1		-0.45		-0.903815901		-14.1712221
9		1		-0.4		-0.897476223		-13.7811223
9		1		-0.35		-0.890049327		-13.3957659
9		1		-0.3		-0.881106085		-13.016035
9		1		-0.25		-0.869902749		-12.6431475
9		1		-0.2		-0.854999304		-12.2788902
9		1		-0.15		-0.833107463		-11.9261405
9		1		-0.1		-0.794309638		-11.5903729
9		1		-0.05		-0.687179796		-11.2866615
9		1		-6.9388939e-17		-2.39834561e-08		-11.1095656
9		1		0.05		0.687179796		-11.2866615
9		1		0.1		0.794309638		-11.5903729
9		1		0.15		0.833107463		-11.9261405
9		1		0.2		0.854999304		-12.2788902
9		1		0.25		0.869902749		-12.6431475
9		1		0.3		0.881106085		-13.016035
9		1		0.35		0.890049327		-13.3957659
9		1		0.4		0.897476223		-13.7811223
9		1		0.45		0.903815901		-14.1712221
9		1		0.5		0.909336776		-14.5653982
9		0.85		0.5		0.936655013		-13.9934711
9		0.9		0.5		0.928215832		-14.1740041
9		0.95		0.5		0.919117766		-14.3646691
9		1		0.5		0.909336776		-14.5653982
9		1.05		0.5		0.898851102		-14.7761091
9		1.1		0.5		0.887642579		-14.9967041
9		1.15		0.5		0.875698097		-15.2270684
9		1.2		0.5		0.863011152		-15.467069
9		1.25		0.5		0.849583385		-15.7165532
9		1.3		0.5		0.835426005		-15.9753483
9		1.35		0.5		0.820560968		-16.2432607
9		1.4		0.5		0.805021791		-16.5200759
9		1.45		0.5		0.788853872		-16.805559
9		1.5		0.5		0.772114257		-17.0994556
9		1.55		0.5		0.754870799		-17.4014928
9		1.6		0.5		0.737200733		-17.7113819
9		1.65		0.5		0.719188752		-18.0288198
9		1.7		0.5		0.700924694		-18.3534926
9		1.75		0.5		0.682501018		-18.6850778
9		1.8		0.5		0.664010229		-19.0232477
10		0.85		0.5		0.93679176		-15.6392294
10		0.9		0.5		0.928414103		-15.8375613
10		0.95		0.5		0.919396545		-16.0470693
10		1		0.5		0.909717811		-16.2676867
10		1.05		0.5		0.899358397		-16.499332
10		1.1		0.5		0.888301607		-16.7419069
10		1.15		0.5		0.876534771		-16.9952948
10		1.2		0.5		0.864050582		-17.2593591
10		1.25		0.5		0.850848515		-17.533942
10		1.3		0.5		0.836936229		-17.8188636
10		1.35		0.5		0.822330833		-18.1139208
10		1.4		0.5		0.80705991		-18.4188872
10		1.45		0.5		0.791162147		-18.7335135
10		1.5		0.5		0.774687493		-19.0575282
10		1.55		0.5		0.757696733		-19.3906386
10		1.6		0.5		0.740260497		-19.7325335
10		1.65		0.5		0.7224577		-20.0828848
10		1.7		0.5		0.704373533		-20.4413509
10		1.75		0.5		0.686097121		-20.8075798
10		1.8		0.5		0.667719034		-21.1812121
